source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,nu_eff_used_in_astrometry,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,l,b,ecl_lon,ecl_lat,has_xp_continuous,has_xp_sampled,has_epoch_photometry,has_mcmc_gspphot,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper
3496509309189181184,0.5313997052619014,0.011282714117754,0.3506543536774546,0.0053467878850247,0.0193568223480858,0.0095543510903506,0.0083850572390491,0.0125935803952626,0.4383259604983536,0.0166442654108992,0.6273424614453247,0.0101497189581826,0.4614385489101343,0.2726307843549226,0.4818298125826324,0.5972547442313387,0.5594986133831928,0.5915240567152642,0.4877828498681993,0.5689648970694393,0.4709919261223141,0.4805381397804111,0.1803389830508474,0.0117675404113996,2.5786478216773547e-05,0.0026783341617328,2.663000880632916e-06,0.0,0.1042486448027992,0.1686746987951807,0.25,0.0155930228830188,0.1035598705501618,0.0345911949685534,0.0106063582353861,0.6930219436547649,0.0058159059032508,0.0399509671694681,0.6857568668741607,0.2082195001243579,0.5293265593299238,0.9800189290145828,0.9176551478759652,0.2160258416129617,0.0015654950757822,0.1395860854249229,4.892794420407493e-06,4.88198346177419e-07,0.0869647038840297,0.7120537909695597,0.15,1.5311484439887705e-06,4.795895587331583e-07,0.0001833591863818,0.6671991197742189,0.1455938697318007,1.075680686987534e-05,4.784093834148546e-07,0.0001303420635252,0.602959012298947,0.0101977250934115,0.5661062621459559,0.6313973543252754,0.4658947476462728,0.8367141925952151,0.6999806797610145,0.559031274869838,0.3879001562229604,1.0,0.0,0.0,0.0,0.0061709284569925,0.061542337516923,0.8294258959281978,0.0385167998003349,0.0383913242767952,0.0802293219103799,0.8493002427102139,0.4823846093008772,0.7850338350728135,0.7881074967062192,0.3510592879744942,0.9468329633688344,0.007089798100823,0.0318899907661433,0.086364065652683,0.0688810808671465,0.0662341285944468,0.1021074282787798,0.0638868312460939,0.0613898911422069,0.1867545611922207,0.0685473020785883,0.145171107843081,0.0713761336068811
4843191593270342656,0.1639327060925967,0.014544134004588,0.2747278903892508,0.0184291435008675,0.0126440277441981,0.0128189805636621,0.0043340899839097,0.0045694170027159,0.4395976791402948,0.0202234251875465,0.6336125440591921,0.0259316458045417,0.4816275209896866,0.5811560772878037,0.5299961613337771,0.5019634405236917,0.5159721014758448,0.5136597980436108,0.4336596791022979,0.5511450559168257,0.4485765043512426,0.4511672112631547,0.2257627118644067,0.0125075315226446,3.4463579199983045e-05,0.0,0.0,0.0,0.104628776868674,0.216867469879518,0.7916666666666666,0.0255720136846147,0.1326860841423948,0.0566037735849056,0.0010335363318114,0.1830727186224063,0.0061266811227671,0.0395334532574932,0.6853988233400082,0.2079213945981243,0.5284907287713412,0.9801780149744392,0.9179401020742098,0.2157414780055548,0.0018458104013405,0.1726111845002201,9.782373920597416e-07,1.4944633513796644e-07,0.0498618553082732,0.8042079008301418,0.1576923076923077,3.567509671392475e-07,2.596314869046906e-07,7.913270814447637e-05,0.7395891632574941,0.1570881226053639,2.0907709575454574e-06,3.4795991216035615e-07,3.487609246089041e-05,0.689179538319394,0.0098275111115462,0.5453718284309744,0.6161921331781427,0.4592138630142563,0.6794746403607178,0.2224239119224499,0.1137058579607218,0.1732523910602353,0.0,0.0,0.0,1.0,0.0061709284569634,0.0615423375168465,0.8318408052418582,0.0225309659790911,0.0224715338829709,0.064772479958982,0.9065389876291556,0.5104040743731718,0.8392842787984852,0.7339099166617776,0.3243140714506672,0.9313146992371664,0.0068490346248558,0.0311695331892223,0.0862878336964952,0.0796407985481116,0.0765223006748879,0.1121041610524678,0.0724135507478079,0.069521173214654,0.1938070461194911,0.0780981427743248,0.1535173044547439,0.0804464164938933
4649396037451459712,0.2055905580220322,0.0266373977612187,0.0877790608519156,0.029009138366888,0.0122325881257875,0.0201619447889465,0.002753501261746,0.0062263589388238,0.4428322190514854,0.0365596430099882,0.6349497770490257,0.0378923096638622,0.4979584667980413,0.5469318709613137,0.4344948645704242,0.4894118343815075,0.6544525242667549,0.5365432260187379,0.4526900851650813,0.6555079675659867,0.4544473119175427,0.5113850542584386,0.1532203389830508,0.0094737709320007,1.9591906390868647e-05,0.0,0.0,0.0,0.1034622805865764,0.144578313253012,0.625,0.0372656226492594,0.1003236245954692,0.0534591194968553,0.001447614372514,0.9060642536037802,0.0046326520815096,0.0393508918751138,0.6851910085213232,0.20799321086205,0.5285273871767093,0.9802454221079632,0.9179609361843905,0.2155645183973309,0.0018679919488938,0.1303390576838397,5.068566147857272e-07,1.2449884502618536e-07,0.0305401759256354,0.8406677236359352,0.1346153846153846,1.3589995586386925e-07,2.312733816646186e-07,3.4032040983493965e-05,0.7872519220276089,0.1340996168582375,1.2057151682990682e-06,2.28262732109073e-07,3.071540452428432e-05,0.7180874191721198,0.0101899656926835,0.5915488056785236,0.6551728493887998,0.4687413722653532,0.7950804006402246,0.3121186092974641,0.8274009622759849,0.0512875301799174,0.0,0.0,0.0,1.0,0.0061709284569581,0.061542337516761,0.8322852783403273,0.0175084155864754,0.0175615114053181,0.0600279592845324,0.9094562295529288,0.5138170051485155,0.8401894789984583,0.7872976813640268,0.3497969303342315,0.9456700445437936,0.0070251983777927,0.0313033426055339,0.0864836101298032,0.0901409055991256,0.0847225427723859,0.1253850691537359,0.0781465280462721,0.0733618132008313,0.2011173363702798,0.0911709848516156,0.1633773876779275,0.0966180101697999
2660349163149053824,0.9776771424065464,0.0306978598825667,0.5283469054956822,0.0294703548689846,0.0126868053129893,0.0265075561187259,0.0021876168769021,0.005311855621047,0.435840235149535,0.0434984560315366,0.6346953752735717,0.0335418207944589,0.7143069704351678,0.4621275079191747,0.3455308681606412,0.3024505075124707,0.2480857708471791,0.285669086377866,0.4524970028438462,0.5859064888125989,0.4686781337619602,0.7437080671076615,0.0779661016949152,0.0108048193702884,1.0203186035764529e-05,0.0,0.0,0.0,0.1047696538550924,0.072289156626506,0.1666666666666666,0.0491810268001923,0.058252427184466,0.0251572327044025,0.007790486647603,0.0012321547613829,0.0052680400833896,0.0396900248130431,0.6856354835762162,0.2085965962554349,0.529017554844502,0.980141643448468,0.917542335140547,0.2155151430291805,0.0017765623056507,0.0783795684720387,1.0277992641654215e-06,2.1487377941764785e-07,0.0386837670251727,0.8014258810824231,0.0846153846153846,3.766807211851918e-07,3.910263439335114e-07,5.54099577684573e-05,0.7368943122476074,0.0881226053639846,2.1768490920434594e-06,2.945505165553281e-07,4.290182830677599e-05,0.6870586430775213,0.0097618719664601,0.5438055736360962,0.6154460005957878,0.4582883743772603,0.2436890049941724,0.2109635822828572,0.9851413295906826,0.5438865702616803,0.0,0.0,0.0,1.0,0.0061709284569609,0.0615423375167919,0.8320501675005411,0.0236353014359882,0.0236771518709805,0.0660204442944065,0.9108505915796524,0.513402717938179,0.8423243344228482,0.7223109132771631,0.3225186005397362,0.9314323664004684,0.0067418942392121,0.0309170707677687,0.0869317872424475,0.0802408027920048,0.0767323060680781,0.113942013528477,0.0736380730696455,0.0703560927870738,0.195916479332509,0.0781465615363144,0.153184939724633,0.0816810769894731
3190232820489766656,0.1681455116934514,0.0137934696372968,0.4393274885104187,0.0093764625291115,0.0094912544262432,0.0125775535463629,0.003401083855572,0.0064252734323863,0.4422776348342284,0.0199646392998542,0.6403591510886927,0.0145297424217198,0.297036206317976,0.6696160364487812,0.5076942696133268,0.5339069689507201,0.4208496619588263,0.5187140630244442,0.5096012351684874,0.650090828602486,0.4811047201322431,0.3928181326086641,0.263728813559322,0.0124209626042805,3.916124089530437e-05,0.0025014151080823,1.010258419860243e-06,0.0,0.1061292789539692,0.2650602409638554,0.4166666666666667,0.019642874031406,0.1553398058252427,0.0283018867924528,0.0022047986696618,0.6470081263750749,0.0060501911098631,0.0398785530298483,0.6857376215704802,0.2083030739190191,0.5293714835338273,0.9803219425595237,0.9177399680613836,0.2159900532114763,0.0017887783222256,0.1853808894760017,1.9052888194783847e-06,1.9930620217678882e-07,0.0757470131311739,0.7663581429217223,0.1807692307692307,9.42526771888665e-07,2.499473391617866e-07,0.0002167566803585,0.6913401942878408,0.1954022988505747,3.864229078958709e-06,3.0548038252664746e-07,7.337967544336713e-05,0.6568707711583897,0.0100653090841672,0.5051664834199592,0.5786367931996114,0.4546991284945911,0.5626335534617602,0.2639156100106669,0.1548216207132616,0.3282874170867235,1.0,0.0,0.0,1.0,0.0061709284569712,0.0615423375169253,0.8311954535212548,0.0258068526871733,0.0236814804845671,0.0682516556534447,0.8238110983932424,0.4598903847597166,0.7698064375927812,0.6419867922601863,0.2707781801425487,0.9111348476777954,0.0093614333912581,0.0328643113211375,0.0886684230390315,0.0547405479199916,0.0373111221078361,0.0882701086640795,0.0517219766358088,0.0350945569245565,0.1760586769892758,0.0527513465480647,0.117533533058615,0.0553175026219385
2956570141274256512,0.2178991940667177,0.0056261216241613,0.359996395699838,0.006377942476653,0.00980214345526,0.0058589129711189,0.0067966597738529,0.0033464027765068,0.4400483551162159,0.0085607831903056,0.634804432592995,0.0091782089687725,0.4901933915594103,0.4883442668408364,0.5034888590545924,0.4697364743753601,0.5041799107346694,0.4750436927832417,0.4017174389139569,0.5273340194802566,0.5104852976103943,0.4609847725301455,0.3138983050847457,0.0114815914075526,4.189879132651661e-05,0.0,0.0,0.0,0.10562804146291,0.3192771084337349,0.8333333333333334,0.008780063965787,0.2006472491909385,0.0880503144654088,0.002498301283951,0.7571128508433251,0.0056400693738579,0.0394635993035409,0.685277690815258,0.2078552027835321,0.5289137205959364,0.9803203574278984,0.9179295263483884,0.2155438991757022,0.0015782475334348,0.2391017173051519,3.58878189829153e-06,2.774114941224063e-07,0.1067245373562713,0.7299626016715994,0.2384615384615384,1.5198968475058866e-06,3.212610636271801e-07,0.0002717921057343,0.6675662015195394,0.2337164750957854,7.043984533531123e-06,3.69814651252113e-07,0.0001104407453747,0.6252592002743413,0.0095221412421625,0.5190526037519527,0.5960337140928872,0.4516303346332183,0.6308644849034023,0.323057273393303,0.2063379547223792,0.2333291536486167,1.0,0.0,0.0,1.0,0.0061709284569688,0.0615423375168115,0.8313925120263468,0.0288768285195833,0.0290181047747887,0.0708018729925961,0.8604323049116438,0.4896106944974266,0.7934268285238996,0.8466668062424119,0.3809213855326936,0.9599665566672632,0.0084221711169514,0.0327812372904444,0.087633689207486,0.0704607032178724,0.0695920928963911,0.1019862950356243,0.0660961510121667,0.0652769869713962,0.1872968863310533,0.069092404555805,0.1472245753738344,0.0702060242511144
2644370304260053376,0.9830145001798394,0.0153045825825158,0.499555432310572,0.0114512617324626,0.0105202264581133,0.010936088688687,0.00423444263778,0.0097266928721732,0.4341657888982347,0.0248405715462985,0.6316255628829552,0.0176268040297621,0.662946699481021,0.4094544209216598,0.2973154386944864,0.3611867664170503,0.3768998049250993,0.3569856462547045,0.4452773583893706,0.6641103545250017,0.5401002292603544,0.7199970833394072,0.079322033898305,0.0113310796213961,1.155617170562664e-05,0.0042161996990599,3.250000826467507e-06,0.0,0.1058024319467392,0.072289156626506,0.1666666666666666,0.026529508668833,0.0550161812297734,0.0251572327044025,0.0063207184026764,0.3807155174300854,0.0056259243863741,0.0394829747384009,0.6855229770094574,0.2082700779442136,0.5292248887549512,0.9800365195715496,0.9175790593786926,0.2154954787808076,0.0017492321910786,0.0739762219286657,3.1148814407904427e-06,4.769568219416297e-07,0.0566142964152947,0.738128406425049,0.0769230769230769,1.3470606672659016e-06,3.781349095015317e-07,0.0002046467096032,0.6735739806015507,0.0842911877394636,6.072464067094388e-06,4.473771723754668e-07,7.869958626351247e-05,0.6330747987805848,0.0094826236178364,0.5159145266702252,0.5937242856836665,0.4506277580330097,0.2384480963132611,0.1808436097079237,0.9843256625055704,0.5132222711984117,0.0,0.0,0.0,0.0,0.0061709284569712,0.0615423375168224,0.8311954535212548,0.0238210718353821,0.0232300003330538,0.0661716279276537,0.8236276389146354,0.4610839533620667,0.76447776874128,0.7209570265411158,0.3174147374058059,0.9277579533935332,0.0082330600761364,0.0325176651682794,0.0875939798635736,0.0568305699548573,0.0517115511072729,0.0905335706598288,0.0532943689622772,0.048411562672706,0.1776589379139776,0.0538891694177315,0.1296315247105241,0.0566974158080615
5085509597958589184,0.1491936721169364,0.0042918181600501,0.3636643254756396,0.00600606613847,0.0008964622392729,0.0056786677359343,0.0013388666613469,0.0006844748535565,0.4384422577389524,0.0072446500929554,0.6368794322667575,0.0091074242067102,0.3991163881056951,0.5396875627569652,0.6664704250240683,0.5105033303982399,0.4014382104210798,0.5311853848985105,0.5721829606998211,0.5317232304534233,0.4695872986942415,0.301407291779299,0.3064406779661017,0.0109769511388853,3.959047357283768e-05,0.0,0.0,0.0,0.1134523988097416,0.3012048192771084,0.5833333333333334,0.0094173610571554,0.1974110032362459,0.0471698113207547,0.0093691999337884,0.136352843166474,0.0054420861809113,0.039691598889129,0.6856399069367269,0.2083211137633541,0.5286889061465522,0.9804786215511408,0.9179126686884198,0.2156861879027693,0.0017337279325991,0.2360193747247908,6.110667579678395e-06,2.9409437151949985e-07,0.1722487842771414,0.6991856573519016,0.2192307692307692,6.032914211173823e-06,4.040586304468042e-07,0.0008573591263332,0.5989119348634323,0.2222222222222222,6.9515370768345575e-06,3.207498090008392e-07,0.0001256709287872,0.6259549613242182,0.0080869213611284,0.361627990327278,0.495901396187393,0.3848951116487058,0.6063193566580433,0.2035175901781912,0.1203153087203137,0.2651935108507767,1.0,0.0,0.0,1.0,0.006170928456958,0.0615423375167603,0.8322877093238997,0.0786236710821393,0.0789042766235486,0.1184101403468367,0.8162703626566766,0.4634315808873069,0.7557674055034828,0.6570210452079797,0.2944929202114342,0.9106160441966632,0.0403202177810804,0.0629474966598895,0.1177307781338534,0.0005700057174092,0.0001500045075504,0.0339954046971351,0.0006679190398076,0.0001808997731184,0.1300874921099744,0.0006294332527092,0.0849398601285586,0.0014525383635633
3462639162734302464,0.5031689804161951,0.0051199512382944,0.3051071674058994,0.0036520299368465,0.0006574324852734,0.0051099071679357,0.0012963872205468,0.0006592941908496,0.4386344397550844,0.0091444341050853,0.637484808521005,0.0048956020557331,0.496357755849998,0.3857687780443374,0.4638659073140468,0.4638327962024814,0.4725804078631988,0.4615802948690503,0.5847067438028113,0.6224137115412736,0.4641293276705764,0.5946150742964812,0.2332203389830508,0.0103428377437632,2.8427332176878388e-05,0.0,0.0,0.0,0.1134625318271266,0.2289156626506024,0.4583333333333333,0.0082767333943677,0.1391585760517799,0.050314465408805,0.0056387061503937,0.7031310623524784,0.0051537788664227,0.0396161316868991,0.685381448021906,0.2079753432922327,0.5289392082699055,0.9800832062834244,0.9176645306300544,0.2159275957404726,0.0015433679060527,0.1673271686481726,7.634915564269092e-06,3.336748941787572e-07,0.1921788954273477,0.6862765288886289,0.1846153846153846,7.475001496940128e-06,4.7134330627184084e-07,0.0009106240563679,0.5882336906036889,0.1762452107279693,8.545205431358694e-06,2.5837008033589264e-07,0.0001917722612932,0.6150836254734194,0.0079704099203921,0.3607201908774854,0.496759459011425,0.3830092715598901,0.8116532323046093,0.649075625838499,0.5460231565773358,0.3257313921729757,1.0,0.0,0.0,1.0,0.0061709284569584,0.0615423375167621,0.8322558584779105,0.0814158931753931,0.0806130879487261,0.1219492117614865,0.8006385127477237,0.4554022733144044,0.7415917993489252,0.6922222087457588,0.3070156170852818,0.9210242068925398,0.04345728851136,0.0658698059161859,0.1202960429549124,0.0067300673217362,0.0037401123354802,0.0419078459050131,0.0078619631874617,0.0043555100279262,0.1384403784950383,0.0074079452266416,0.0885293739452518,0.010482485581274
6502798709139275136,0.969991455720008,0.0042610340272358,0.2217923763688157,0.0045483798809545,0.0003390503482707,0.0048624050084003,0.00112219650963,0.0018297378339295,0.440121013707109,0.0062556746133959,0.6366260266174815,0.0054085046154336,0.4601167054563152,0.5567438460655386,0.5485523587524636,0.6016501785187415,0.36472025299934,0.6548142948686205,0.4887864493530637,0.3779827621343504,0.400692200270606,0.4622940591573876,0.2779661016949152,0.0113722247588558,3.732155853720908e-05,0.0,9.45973895324457e-21,0.0,0.1137617104569522,0.2710843373493976,0.5833333333333334,0.0056351809439715,0.1521035598705501,0.0628930817610062,0.0097925758979348,0.9383473628706616,0.0056014317389377,0.0394599116070308,0.685273671923722,0.2081828208528081,0.5286180237916436,0.9801735604732418,0.9178777661682072,0.2159137794035262,0.0017842170077321,0.1871422280933509,7.0035496182333205e-06,3.186692781476507e-07,0.1837420551573624,0.6912817385223101,0.2,7.0538867851342456e-06,5.631631518751586e-07,0.0007191994654948,0.5911226318185305,0.1954022988505747,7.687458061247401e-06,3.527790440434108e-07,0.0001263477143631,0.6206551769948655,0.0079885546792933,0.3553173375975019,0.4934668875451047,0.380568333174177,0.9300561416524782,0.1617735919994016,0.9073054799531836,0.2724409526950295,1.0,0.0,0.0,1.0,0.0061709284569579,0.0615423375167595,0.8323012533752315,0.0851515946051919,0.085493935442929,0.1245714632975733,0.8141788196165912,0.4644377136888859,0.7508998471811986,0.6792693065805915,0.3047644499292418,0.9162373083990474,0.0410435159328438,0.0647936493990111,0.1169500795077623,0.0004800048293656,0.0001100033039847,0.0337922735524457,0.0005565991998396,0.0001252383019743,0.1298935208595648,0.0005325973633412,0.0848955451519248,0.0012104487047051
